Prefixo,Nexthop,as-path,Origem Prefixo
2806:2f0:80c2::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65534', '17072'])"
134.119.125.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
43.228.125.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['133322', '24549'])"
66.193.23.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['400057', '10753'])"
109.122.40.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['35758', '61317'])"
103.184.254.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['6315', '400171'])"
119.161.180.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
142.195.49.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64258', '65167'])"
185.226.88.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['205110', '207876'])"
146.127.60.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['14733', '6303'])"
50.201.207.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['22909', '22688'])"
190.90.151.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
174.128.96.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65097', '63335'])"
212.69.135.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['174', '62240'])"
192.33.14.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396620', '396644', '396659', '396658'])"
219.232.36.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4847', '18245'])"
2a09:bd00::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['42385', '{20764,42385,43832}'])"
2804:45c8::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['266949', '28258'])"
131.239.175.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['46887', '11426'])"
161.232.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['{6939,55195,64512,207266}', '{6939,55195,207266}'])"
110.65.147.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['138369', '4538'])"
170.39.225.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['57695', '917'])"
141.193.101.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['393423', '19893'])"
187.188.229.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['22884', '17072'])"
45.238.16.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['52372', '266836'])"
41.78.92.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['36974', '14988'])"
185.95.157.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['3320', '3257'])"
114.116.160.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
156.154.71.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397220', '397228', '397241', '397215'])"
134.119.72.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
2401:cf80:6008::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
169.129.220.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
120.92.72.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137280', '59019'])"
110.43.176.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['133119', '23724'])"
199.85.126.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397228', '397241', '397215'])"
140.168.87.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65510', '45867'])"
2605:e700::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['6912', '6913'])"
175.102.134.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4811'])"
160.34.78.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['7160', '43894'])"
91.241.5.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['2115', '198999'])"
118.193.162.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
2401:b780:5003::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65435', '45410'])"
191.96.123.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['207459', '834'])"
103.184.240.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['6315', '400171'])"
202.12.91.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4259840080', '7714'])"
154.57.158.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['174', '26558'])"
91.214.210.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['3255', '60031'])"
80.67.16.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
180.150.184.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
144.86.129.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['15171', '46592'])"
212.16.83.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34837', '44889'])"
45.162.78.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
120.92.8.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137280', '23724'])"
2001:500:135::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396574', '396540', '396568', '396579', '396559', '396541', '397206'])"
205.134.4.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['701', '32046'])"
2401:cf80:6049::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
212.16.64.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34837', '44889'])"
66.146.24.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['11123', '11841'])"
35.206.3.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['15169', '19527'])"
194.163.69.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['134176', '834'])"
121.127.246.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
82.147.66.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['211082', '31112'])"
208.85.224.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26794', '32719'])"
2607:fb10:5015::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55095', '2906'])"
162.92.120.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['53741', '64872'])"
106.75.224.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4812'])"
202.121.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['24364', '4538'])"
173.245.240.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['22631', '13428'])"
114.130.68.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['132608', '17806'])"
2405:1c0:6612::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
12.181.141.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['6618', '18540'])"
125.208.21.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
209.87.171.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['7181', '17378'])"
185.41.102.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['3226', '35558'])"
142.195.64.0/18,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64258', '65151'])"
66.115.124.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
156.154.131.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397228', '397241', '397215'])"
206.246.115.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54103', '39855'])"
110.43.136.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4811'])"
160.254.180.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['11911', '22260'])"
221.122.48.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
118.184.48.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
142.146.101.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['32787', '65214'])"
45.189.152.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['265611', '265561'])"
103.254.108.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
103.254.108.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
223.194.132.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65146', '3786'])"
2806:2f0:8502::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65534', '17072'])"
69.197.16.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33438', '12989'])"
210.51.29.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9929', '138421'])"
117.18.10.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
129.157.64.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['792', '11479'])"
183.88.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45629', '45758'])"
114.113.144.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
156.77.105.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65391', '11286'])"
187.190.48.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['22884', '17072'])"
187.217.32.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8151', '{3548,12956,15107}'])"
2605:3380:d000::/36,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['12025', '395174'])"
165.156.23.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397222', '397231', '397213', '397217'])"
2401:b780:5002::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65435', '45410'])"
223.252.172.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['133027', '58779'])"
2405:1c0:6653::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
209.112.123.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396566', '397203', '20172', '396583', '396577'])"
66.115.119.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
156.0.111.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['328227', '61317'])"
170.200.90.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['24182', '2418'])"
208.67.136.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18658', '2386'])"
142.195.0.0/18,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64258', '65151'])"
2001:148f:fffd::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['200070', '25192'])"
2806:2f0:8120::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65534', '17072'])"
206.246.89.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54103', '39855'])"
24.112.71.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
2405:1c0:6461::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
103.122.246.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['7489', '55020'])"
210.30.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4538', '24369'])"
91.216.241.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['199256', '56410'])"
209.197.16.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33438', '12989'])"
2405:1c0:6a51::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
190.94.186.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['262589', '262195'])"
155.144.38.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64702', '17756'])"
45.5.35.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['266931', '65010'])"
216.83.53.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
103.202.124.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4811'])"
190.211.165.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['52280', '262589'])"
161.186.6.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17347', '23503'])"
194.247.59.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['15924', '34984'])"
208.114.82.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
45.121.212.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64021', '137451'])"
2405:1c0:7911::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
117.122.228.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
134.119.151.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
192.28.92.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397228', '397220', '397241', '397215'])"
192.234.212.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['398969', '33652'])"
201.149.120.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['262992', '266555'])"
209.197.8.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33438', '12989'])"
177.91.237.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['52564', '263454'])"
190.90.218.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
122.9.192.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['136958', '58466'])"
103.74.51.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
212.80.188.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
2405:1c0:6764::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
195.242.197.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['25019', '35819'])"
134.119.131.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
2806:2f0:82c2::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65534', '17072'])"
185.3.122.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['25233', '35753'])"
94.131.4.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8772', '29632'])"
72.246.102.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['20940', '24319'])"
2404:de80:400::/40,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
66.146.2.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['11123', '11841'])"
175.102.19.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4811'])"
78.185.105.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9121', '47331'])"
2405:1c0:6a31::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
103.180.70.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['149196', '29761'])"
103.214.140.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '132813'])"
194.99.204.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['39290', '23985', '8569'])"
2607:fb10:5042::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55095', '2906'])"
2c0f:f350::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['328471', '4200000002'])"
199.7.54.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['30060', '11840'])"
103.185.64.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['29761', '149242'])"
